hogar,id,sexo,edad,etnia,sector,area,educacion,ingreso
5103,2,Fem,36,No indígena,Informal,Urbana,6,0
5104,1,Masc,51,No indígena,Informal,Urbana,5,0
5104,2,Fem,47,No indígena,Informal,Urbana,3,0
5104,3,Fem,18,No indígena,Informal,Urbana,5,0
5104,5,Fem,22,No indígena,Informal,Urbana,3,1000
5104,6,Fem,20,No indígena,Informal,Urbana,3,1200
5105,2,Fem,75,No indígena,Informal,Urbana,1,0
5106,1,Masc,36,No indígena,Formal,Urbana,6,12000
5107,2,Masc,26,No indígena,Informal,Urbana,5,1500
5107,3,Masc,28,No indígena,Formal,Urbana,6,8700
5108,1,Masc,64,No indígena,Informal,Urbana,6,2750
5109,1,Masc,68,No indígena,Formal,Urbana,5,8850
5109,4,Masc,37,No indígena,Formal,Urbana,6,8850
5110,1,Masc,58,No indígena,Informal,Urbana,6,2800
5110,2,Fem,54,No indígena,Informal,Urbana,3,2000
5111,1,Masc,60,No indígena,Informal,Urbana,6,2000
5112,1,Masc,32,No indígena,Informal,Urbana,5,1800
5112,2,Fem,39,No indígena,Informal,Urbana,5,0
5113,1,Masc,30,No indígena,Informal,Urbana,6,2800
5115,1,Fem,53,No indígena,Formal,Urbana,3,5400
5116,2,Masc,29,No indígena,Formal,Urbana,5,9000
5142,1,Masc,46,No indígena,Informal,Urbana,6,2600
5143,1,Masc,22,No indígena,Informal,Urbana,2,1920
5144,1,Masc,27,No indígena,Informal,Urbana,3,3200
5144,2,Fem,24,No indígena,Informal,Urbana,2,0
5145,3,Fem,31,No indígena,Informal,Urbana,6,1135
5146,1,Masc,32,No indígena,Informal,Urbana,4,5924
5147,1,Masc,33,No indígena,Informal,Urbana,6,0
5148,1,Fem,65,No indígena,Informal,Urbana,2,0
5148,2,Fem,41,No indígena,Formal,Urbana,6,0
5149,1,Masc,47,No indígena,Formal,Urbana,6,9000
5149,3,Masc,18,No indígena,Informal,Urbana,3,7000
5150,1,Masc,27,No indígena,Formal,Urbana,6,8850
5151,1,Fem,42,No indígena,Informal,Urbana,3,700
5151,2,Masc,23,No indígena,Informal,Urbana,3,800
5151,3,Masc,20,No indígena,Informal,Urbana,3,800
5165,1,Masc,32,No indígena,Informal,Urbana,6,1800
5166,1,Masc,43,No indígena,Informal,Urbana,3,2500
5245,1,Masc,31,No indígena,Informal,Urbana,6,2000
5246,1,Masc,52,No indígena,Informal,Urbana,6,2600
5257,1,Masc,35,No indígena,Informal,Urbana,5,9300
5264,1,Masc,19,No indígena,Informal,Urbana,5,0
5265,1,Masc,67,No indígena,Informal,Urbana,3,0
5266,1,Fem,41,No indígena,Informal,Urbana,6,2200
5266,2,Fem,21,No indígena,Informal,Urbana,3,2200
5266,3,Masc,19,No indígena,Informal,Urbana,3,2200
5122,1,Fem,48,No indígena,Informal,Urbana,6,0
5122,3,Fem,31,No indígena,Informal,Urbana,3,2850
5123,1,Masc,45,No indígena,Formal,Urbana,2,9150
5132,1,Fem,50,No indígena,Informal,Urbana,6,1110
5132,2,Masc,21,No indígena,Informal,Urbana,6,1100
5132,4,Fem,29,No indígena,Informal,Urbana,6,0
5135,1,Masc,31,No indígena,Informal,Urbana,0,1800
5242,1,Masc,47,No indígena,Informal,Urbana,3,1125
5242,3,Masc,18,No indígena,Informal,Urbana,6,1200
5243,1,Masc,58,No indígena,Informal,Urbana,6,0
5243,2,Fem,59,No indígena,Informal,Urbana,4,0
5243,3,Masc,32,No indígena,Informal,Urbana,6,0
5243,4,Fem,30,No indígena,Informal,Urbana,6,0
5243,5,Masc,30,No indígena,Informal,Urbana,3,8850
5243,7,Masc,21,No indígena,Informal,Urbana,6,8850
5244,1,Masc,86,No indígena,Formal,Urbana,4,8850
5244,3,Masc,29,No indígena,Informal,Urbana,6,1200
5247,1,Masc,52,No indígena,Informal,Urbana,6,0
5247,2,Fem,44,Indígena,Informal,Urbana,3,0
5248,1,Masc,71,No indígena,Informal,Urbana,4,0
5249,1,Masc,60,No indígena,Informal,Urbana,0,1500
5250,1,Masc,26,No indígena,Informal,Urbana,1,7200
5250,2,Fem,25,No indígena,Informal,Urbana,6,800
5251,1,Masc,68,Indígena,Informal,Urbana,1,800
5252,1,Masc,45,No indígena,Informal,Urbana,5,9000
5252,2,Fem,46,No indígena,Formal,Urbana,6,15250
5252,3,Masc,21,No indígena,Informal,Urbana,6,9000
5252,4,Masc,19,No indígena,Informal,Urbana,6,9000
5254,1,Masc,48,No indígena,Informal,Urbana,6,2000
5254,3,Masc,21,No indígena,Informal,Urbana,4,2000
5255,1,Masc,42,No indígena,Formal,Urbana,6,7800
5256,1,Masc,26,No indígena,Informal,Urbana,6,2000
5256,2,Fem,23,No indígena,Informal,Urbana,6,896
5267,1,Masc,64,No indígena,Informal,Rural,2,0
5267,3,Masc,41,No indígena,Informal,Rural,5,3000
5267,4,Fem,21,No indígena,Informal,Rural,4,0
5365,1,Masc,37,No indígena,Informal,Rural,5,3000
5365,2,Fem,36,No indígena,Informal,Rural,6,3000
5367,1,Masc,45,Indígena,Informal,Rural,2,0
5367,2,Fem,49,Indígena,Informal,Rural,0,0
5387,1,Masc,54,No indígena,Informal,Rural,3,6000
5391,1,Masc,62,No indígena,Informal,Rural,6,1500
5391,2,Fem,63,No indígena,Informal,Rural,2,0
5392,1,Masc,65,No indígena,Formal,Rural,0,6000
5392,3,Masc,19,No indígena,Formal,Rural,5,7000
5392,7,Masc,55,No indígena,Informal,Rural,3,1500
5393,1,Masc,56,No indígena,Formal,Rural,6,9291
5393,4,Masc,32,No indígena,Formal,Rural,5,9000
5394,2,Fem,30,No indígena,Formal,Rural,6,8400
5408,1,Masc,60,No indígena,Formal,Rural,2,7500
5409,1,Masc,33,No indígena,Informal,Rural,3,1500
5410,1,Masc,51,No indígena,Informal,Rural,6,0
5410,2,Fem,53,No indígena,Formal,Rural,1,19800
5410,3,Masc,21,No indígena,Formal,Rural,3,3500
5099,1,Masc,35,Indígena,Informal,Urbana,6,2000
5100,1,Masc,35,Indígena,Informal,Urbana,6,2000
5114,1,Masc,53,No indígena,Informal,Urbana,0,0
5114,3,Masc,30,No indígena,Informal,Urbana,3,500
5114,5,Masc,17,No indígena,Informal,Urbana,5,500
5217,1,Masc,64,Indígena,Informal,Urbana,0,0
5217,3,Fem,30,Indígena,Informal,Urbana,6,2400
5217,4,Fem,27,Indígena,Informal,Urbana,6,0
5218,1,Masc,41,Indígena,Informal,Urbana,6,0
5218,2,Fem,37,Indígena,Informal,Urbana,6,1500
5219,1,Masc,27,Indígena,Informal,Urbana,6,0
5219,2,Fem,25,Indígena,Informal,Urbana,4,1600
5221,1,Masc,37,Indígena,Formal,Urbana,3,3500
5223,1,Masc,49,Indígena,Informal,Urbana,6,1000
5223,2,Fem,47,Indígena,Informal,Urbana,0,0
5223,3,Masc,25,Indígena,Informal,Urbana,5,4300
5223,4,Fem,22,Indígena,Informal,Urbana,0,2550
5224,1,Masc,44,Indígena,Formal,Urbana,6,10500
5226,1,Fem,56,Indígena,Informal,Urbana,0,300
5226,2,Masc,27,Indígena,Informal,Urbana,0,360
5226,3,Masc,24,Indígena,Informal,Urbana,0,360
5226,4,Masc,21,Indígena,Informal,Urbana,0,360
5227,1,Masc,70,Indígena,Informal,Urbana,0,0
5228,1,Masc,67,Indígena,Informal,Urbana,6,1200
5228,2,Fem,67,Indígena,Informal,Urbana,0,0
5228,4,Fem,39,Indígena,Informal,Urbana,3,3000
5228,6,Fem,33,Indígena,Informal,Urbana,3,2670
5229,1,Masc,45,Indígena,Informal,Urbana,6,0
5230,2,Masc,43,No indígena,Informal,Urbana,0,600
5231,1,Masc,63,Indígena,Informal,Urbana,0,700
5231,3,Masc,23,Indígena,Informal,Urbana,0,600
5232,1,Masc,31,No indígena,Informal,Urbana,1,850
5241,1,Masc,36,Indígena,Informal,Urbana,5,0
5241,6,Masc,66,Indígena,Informal,Urbana,1,0
5092,1,Fem,51,No indígena,Informal,Urbana,3,0
5092,2,Masc,19,No indígena,Informal,Urbana,6,2500
5093,1,Masc,71,No indígena,Informal,Urbana,6,0
5093,2,Fem,70,Indígena,Informal,Urbana,6,0
5124,1,Masc,64,No indígena,Informal,Urbana,2,0
5126,1,Fem,53,No indígena,Informal,Urbana,5,0
5126,2,Masc,28,No indígena,Informal,Urbana,6,2400
5127,1,Masc,53,No indígena,Informal,Urbana,5,2800
5128,1,Fem,65,No indígena,Informal,Urbana,2,0
5128,2,Masc,38,No indígena,Formal,Urbana,6,2900
5128,4,Fem,37,No indígena,Formal,Urbana,2,9000
5128,5,Masc,19,No indígena,Formal,Urbana,6,9991
5129,1,Masc,46,No indígena,Informal,Urbana,3,7800
5129,2,Fem,46,No indígena,Informal,Urbana,6,800
5130,1,Masc,35,No indígena,Informal,Urbana,6,10500
5131,1,Fem,61,No indígena,Formal,Urbana,6,7200
5131,2,Fem,32,No indígena,Formal,Urbana,6,11050
5133,1,Fem,43,No indígena,Informal,Urbana,6,9720
5133,2,Fem,23,No indígena,Formal,Urbana,6,11988
5134,3,Masc,30,No indígena,Formal,Urbana,6,15000
5138,1,Masc,78,No indígena,Informal,Urbana,3,1500
5138,2,Fem,53,No indígena,Informal,Urbana,0,0
5139,1,Masc,69,No indígena,Informal,Urbana,5,1500
5139,2,Fem,38,No indígena,Informal,Urbana,6,800
5140,1,Masc,46,No indígena,Informal,Urbana,6,2500
5140,3,Masc,26,No indígena,Informal,Urbana,4,2200
5141,1,Masc,38,No indígena,Informal,Urbana,2,0
5141,2,Fem,34,No indígena,Informal,Urbana,6,792
5167,1,Masc,36,No indígena,Formal,Urbana,6,14000
5167,5,Masc,63,No indígena,Informal,Urbana,0,0
5168,1,Masc,55,No indígena,Formal,Urbana,6,12000
5168,2,Fem,50,No indígena,Formal,Urbana,3,7500
5168,3,Masc,24,No indígena,Formal,Urbana,3,6600
5168,4,Fem,20,No indígena,Formal,Urbana,3,4500
5170,1,Masc,35,No indígena,Informal,Urbana,6,12000
5170,2,Fem,36,No indígena,Informal,Urbana,5,0
5220,1,Masc,41,No indígena,Formal,Urbana,6,9000
5220,3,Fem,43,No indígena,Informal,Urbana,0,2400
5220,5,Fem,23,No indígena,Informal,Urbana,1,3000
5222,1,Masc,42,No indígena,Formal,Urbana,5,9480
5225,1,Masc,59,No indígena,Formal,Urbana,6,16500
5233,1,Masc,56,No indígena,Informal,Urbana,3,0
5234,1,Masc,23,No indígena,Informal,Urbana,5,2000
5235,1,Masc,52,No indígena,Informal,Urbana,4,9000
5235,2,Fem,52,No indígena,Informal,Urbana,6,0
5235,3,Masc,29,No indígena,Informal,Urbana,6,9000
5235,4,Masc,27,No indígena,Informal,Urbana,6,2000
5235,5,Fem,24,No indígena,Formal,Urbana,6,9000
5235,6,Masc,35,No indígena,Informal,Urbana,5,2000
5236,2,Masc,84,No indígena,Informal,Urbana,6,800
5236,3,Fem,25,No indígena,Informal,Urbana,4,800
5236,4,Masc,25,No indígena,Informal,Urbana,3,800
5237,1,Masc,77,No indígena,Informal,Urbana,3,0
5238,1,Fem,58,No indígena,Informal,Urbana,2,7500
5239,1,Masc,26,No indígena,Informal,Urbana,6,11000
5239,2,Fem,27,No indígena,Formal,Urbana,2,9600
5240,1,Masc,26,No indígena,Informal,Urbana,6,3000
5259,3,Masc,35,No indígena,Informal,Urbana,6,800
5260,1,Fem,65,No indígena,Informal,Urbana,0,0
5260,3,Masc,33,No indígena,Informal,Urbana,3,0
5261,1,Masc,56,No indígena,Informal,Urbana,4,1000
5261,2,Fem,46,No indígena,Informal,Urbana,3,1200
2368,1,Masc,50,No indígena,Informal,Urbana,5,2400
2368,3,Fem,26,No indígena,Informal,Urbana,6,1480
2368,4,Masc,20,No indígena,Informal,Urbana,1,950
2374,1,Masc,56,Indígena,Informal,Urbana,4,3000
2374,3,Fem,18,Indígena,Informal,Urbana,3,1280
2375,1,Masc,50,Indígena,Informal,Urbana,3,2250
2532,1,Masc,38,Indígena,Informal,Urbana,3,0
2533,1,Fem,74,Indígena,Informal,Urbana,6,0
2533,2,Fem,40,Indígena,Informal,Urbana,5,0
2540,1,Masc,24,Indígena,Informal,Urbana,0,0
2540,2,Fem,18,Indígena,Informal,Urbana,2,0
2540,3,Fem,47,Indígena,Informal,Urbana,3,0
2541,1,Masc,59,Indígena,Informal,Urbana,5,1800
2541,2,Fem,44,Indígena,Informal,Urbana,2,0
2542,1,Masc,54,No indígena,Informal,Urbana,3,0
2542,2,Fem,54,No indígena,Informal,Urbana,2,0
2542,3,Masc,30,No indígena,Informal,Urbana,4,3500
2542,4,Fem,26,No indígena,Informal,Urbana,5,0
2543,1,Masc,66,No indígena,Formal,Urbana,3,15000
2544,1,Masc,40,Indígena,Informal,Urbana,4,2800
2547,1,Fem,35,No indígena,Informal,Urbana,2,0
2547,2,Fem,20,No indígena,Informal,Urbana,5,0
2548,1,Masc,40,Indígena,Informal,Urbana,6,0
2534,1,Masc,30,Indígena,Formal,Rural,5,8900
2535,1,Masc,24,Indígena,Formal,Rural,5,12250
2536,1,Fem,42,Indígena,Informal,Rural,4,0
2536,2,Fem,19,Indígena,Informal,Rural,5,0
2537,1,Masc,19,Indígena,Informal,Rural,6,0
2538,1,Fem,71,Indígena,Informal,Rural,0,0
2545,1,Masc,21,Indígena,Formal,Rural,6,7200
2546,2,Fem,17,Indígena,Informal,Rural,5,2000
2549,1,Masc,37,Indígena,Informal,Rural,6,0
2550,1,Masc,24,No indígena,Informal,Rural,6,8768
2558,1,Masc,45,Indígena,Informal,Rural,6,2700
2558,3,Masc,17,No indígena,Informal,Rural,6,1000
2566,1,Masc,49,Indígena,Informal,Rural,3,0
2566,3,Masc,25,Indígena,Informal,Rural,5,0
2471,2,Fem,29,No indígena,Formal,Urbana,5,9000
2473,1,Masc,56,No indígena,Formal,Urbana,6,9000
2473,2,Fem,47,No indígena,Informal,Urbana,6,0
2474,1,Masc,46,Indígena,Informal,Urbana,3,0
2474,3,Masc,23,Indígena,Informal,Urbana,5,1600
2475,1,Fem,67,Indígena,Formal,Urbana,5,10500
2476,1,Masc,41,Indígena,Informal,Urbana,6,0
2476,2,Fem,35,Indígena,Informal,Urbana,6,0
2477,1,Masc,61,Indígena,Informal,Urbana,3,1500
2477,3,Masc,32,Indígena,Informal,Urbana,3,2000
2477,4,Masc,29,Indígena,Informal,Urbana,3,728
2477,5,Masc,26,Indígena,Informal,Urbana,4,1690
2477,6,Fem,21,Indígena,Informal,Urbana,1,1600
2485,1,Masc,40,Indígena,Informal,Urbana,3,1800
2488,1,Fem,49,No indígena,Formal,Urbana,5,28000
2489,1,Masc,42,No indígena,Formal,Urbana,3,22000
2524,1,Masc,68,Indígena,Informal,Urbana,0,0
2525,3,Fem,33,No indígena,Informal,Urbana,5,3400
2525,4,Masc,31,No indígena,Formal,Urbana,6,8700
2525,5,Fem,30,No indígena,Formal,Urbana,5,8400
2589,1,Masc,70,No indígena,Informal,Urbana,6,1240
2589,3,Fem,44,No indígena,Informal,Urbana,4,0
2598,1,Fem,41,Indígena,Informal,Urbana,1,1068
2598,2,Masc,20,Indígena,Formal,Urbana,6,9970
2598,3,Masc,18,Indígena,Informal,Urbana,5,2060
2327,1,Masc,38,No indígena,Formal,Urbana,6,7500
2327,2,Fem,36,No indígena,Informal,Urbana,5,0
2337,1,Masc,67,Indígena,Informal,Urbana,2,0
2337,3,Masc,40,Indígena,Formal,Urbana,5,8700
2355,1,Fem,37,Indígena,Informal,Urbana,0,780
2355,2,Fem,17,Indígena,Informal,Urbana,1,780
2394,2,Masc,42,Indígena,Informal,Urbana,6,18000
2396,1,Masc,38,No indígena,Informal,Urbana,3,0
2396,2,Fem,35,No indígena,Informal,Urbana,3,2000
2396,4,Fem,16,No indígena,Informal,Urbana,5,700
2398,1,Masc,42,No indígena,Formal,Urbana,0,21000
2398,2,Fem,42,No indígena,Informal,Urbana,0,0
2399,1,Masc,38,No indígena,Formal,Urbana,6,8600
2399,3,Masc,21,No indígena,Formal,Urbana,2,8400
2400,1,Fem,35,Indígena,Formal,Urbana,6,9000
2400,2,Masc,33,Indígena,Informal,Urbana,2,1000
2401,1,Masc,69,No indígena,Informal,Urbana,6,0
2401,3,Fem,21,No indígena,Informal,Urbana,6,6600
2403,4,Masc,35,No indígena,Formal,Urbana,6,18000
2404,1,Masc,28,Indígena,Informal,Urbana,3,0
2404,2,Fem,23,Indígena,Informal,Urbana,3,0
2405,1,Masc,31,No indígena,Informal,Urbana,5,0
2405,2,Fem,28,No indígena,Informal,Urbana,5,0
2406,1,Masc,60,No indígena,Informal,Urbana,1,2400
2406,3,Fem,22,No indígena,Formal,Urbana,3,9000
2407,2,Masc,27,No indígena,Informal,Urbana,6,2400
2407,3,Fem,23,No indígena,Formal,Urbana,6,2800
2580,1,Masc,64,No indígena,Informal,Urbana,1,0
2357,1,Masc,56,No indígena,Informal,Urbana,3,0
2358,1,Fem,49,No indígena,Informal,Urbana,4,0
2358,2,Masc,26,No indígena,Informal,Urbana,4,2520
2358,3,Masc,23,No indígena,Informal,Urbana,5,0
2359,1,Masc,40,No indígena,Informal,Urbana,5,2800
2360,1,Masc,50,Indígena,Informal,Urbana,0,0
2360,2,Fem,50,Indígena,Informal,Urbana,0,0
2362,1,Masc,58,No indígena,Informal,Urbana,6,3800
2362,3,Fem,27,No indígena,Informal,Urbana,3,1000
2362,4,Masc,22,No indígena,Informal,Urbana,3,1400
2362,5,Masc,20,No indígena,Informal,Urbana,3,1500
2364,3,Masc,26,No indígena,Informal,Urbana,4,1600
2364,4,Fem,24,No indígena,Informal,Urbana,4,1100
2364,5,Fem,22,No indígena,Formal,Urbana,6,2600
2364,6,Masc,18,No indígena,Informal,Urbana,6,1600
2365,1,Masc,42,No indígena,Informal,Urbana,5,2100
2365,2,Fem,36,No indígena,Informal,Urbana,3,9300
2366,1,Masc,43,No indígena,Informal,Urbana,6,2800
2366,3,Fem,23,No indígena,Informal,Urbana,5,1740
2366,4,Masc,21,No indígena,Informal,Urbana,5,1800
2366,5,Masc,20,No indígena,Informal,Urbana,6,1200
2366,6,Masc,18,No indígena,Informal,Urbana,6,1000
2367,1,Masc,34,No indígena,Informal,Urbana,0,2600
2367,3,Masc,17,No indígena,Informal,Urbana,4,1500
2369,1,Masc,45,No indígena,Informal,Urbana,3,3000
2369,3,Fem,23,No indígena,Informal,Urbana,6,8422
2369,4,Fem,20,No indígena,Informal,Urbana,2,700
2370,1,Masc,51,No indígena,Informal,Urbana,6,11940
2372,1,Masc,19,No indígena,Informal,Urbana,6,1920
2373,1,Masc,38,Indígena,Formal,Urbana,3,7248
2376,1,Masc,42,Indígena,Informal,Urbana,6,3500
2481,1,Masc,30,No indígena,Informal,Urbana,6,3800
2315,1,Masc,54,No indígena,Informal,Rural,3,0
2315,2,Fem,50,No indígena,Informal,Rural,3,0
2315,3,Masc,22,No indígena,Informal,Rural,6,0
2315,4,Fem,16,No indígena,Informal,Rural,6,600
2377,1,Masc,70,Indígena,Informal,Rural,0,600
2378,3,Masc,18,Indígena,Informal,Rural,6,0
2378,5,Masc,25,Indígena,Informal,Rural,5,0
2379,1,Fem,74,Indígena,Informal,Rural,0,320
2380,1,Masc,66,Indígena,Informal,Rural,3,0
2381,1,Masc,56,Indígena,Informal,Rural,3,10200
2381,4,Masc,18,Indígena,Informal,Rural,6,0
2382,1,Masc,31,Indígena,Informal,Rural,6,800
2391,1,Masc,35,Indígena,Informal,Rural,6,2000
2392,1,Masc,47,Indígena,Informal,Rural,5,0
2392,2,Fem,43,Indígena,Informal,Rural,3,0
2392,3,Masc,18,Indígena,Informal,Rural,2,0
2392,4,Masc,16,Indígena,Informal,Rural,6,0
2393,1,Masc,57,Indígena,Informal,Rural,0,0
2393,2,Fem,54,Indígena,Informal,Rural,0,0
2393,3,Masc,26,Indígena,Informal,Rural,6,1440
2393,4,Fem,24,Indígena,Informal,Rural,6,1420
2393,6,Masc,18,Indígena,Informal,Rural,6,1440
2334,1,Masc,43,Indígena,Informal,Rural,4,1200
2336,1,Masc,34,Indígena,Informal,Rural,6,0
2348,1,Masc,27,Indígena,Informal,Rural,3,1200
2348,2,Fem,27,Indígena,Informal,Rural,3,0
2383,2,Fem,28,Indígena,Informal,Rural,5,1440
2383,3,Masc,21,Indígena,Informal,Rural,6,720
2383,6,Fem,25,Indígena,Informal,Rural,5,2300
2384,1,Masc,42,No indígena,Informal,Rural,0,0
2384,2,Fem,37,No indígena,Informal,Rural,2,0
2385,1,Masc,42,No indígena,Informal,Rural,0,1400
2385,2,Fem,34,No indígena,Informal,Rural,3,1460
2386,1,Masc,38,Indígena,Informal,Rural,3,0
2387,1,Masc,36,Indígena,Informal,Rural,4,1200
2387,3,Masc,18,Indígena,Informal,Rural,6,1200
2388,2,Fem,20,Indígena,Informal,Rural,6,5200
2388,3,Fem,18,Indígena,Informal,Rural,3,1200
2389,1,Masc,41,Indígena,Informal,Rural,5,1000
2390,1,Masc,49,No indígena,Informal,Rural,0,960
2492,1,Masc,28,No indígena,Informal,Rural,6,1200
2422,1,Masc,50,Indígena,Formal,Rural,5,12000
2422,2,Fem,51,Indígena,Informal,Rural,3,0
2422,5,Masc,20,Indígena,Informal,Rural,5,1000
2427,1,Masc,50,Indígena,Informal,Rural,3,0
2427,3,Fem,22,Indígena,Informal,Rural,3,0
2427,4,Masc,20,Indígena,Informal,Rural,5,1000
2428,1,Masc,34,Indígena,Informal,Rural,2,1200
2429,1,Masc,73,Indígena,Informal,Rural,2,0
2429,2,Masc,28,Indígena,Informal,Rural,3,1000
2430,1,Masc,36,Indígena,Informal,Rural,4,0
2430,3,Masc,16,Indígena,Informal,Rural,3,1200
2431,1,Masc,40,Indígena,Informal,Rural,1,960
2431,2,Fem,43,Indígena,Informal,Rural,1,0
2431,3,Masc,20,Indígena,Informal,Rural,1,960
2431,4,Masc,16,Indígena,Informal,Rural,6,960
2452,1,Masc,57,Indígena,Informal,Rural,3,640
2452,2,Fem,57,Indígena,Informal,Rural,1,0
2452,3,Masc,20,Indígena,Informal,Rural,5,800
2452,4,Fem,18,Indígena,Informal,Rural,4,0
2452,5,Masc,17,Indígena,Informal,Rural,4,800
2453,1,Masc,49,Indígena,Informal,Rural,6,0
2453,3,Masc,22,Indígena,Informal,Rural,5,9100
2453,5,Masc,18,Indígena,Informal,Rural,5,0
2453,7,Masc,25,Indígena,Formal,Rural,5,15000
2454,1,Masc,29,Indígena,Informal,Rural,2,0
2455,1,Masc,35,Indígena,Informal,Rural,6,0
2456,1,Masc,40,Indígena,Informal,Rural,2,800
2456,3,Fem,21,Indígena,Informal,Rural,2,0
2456,4,Masc,19,Indígena,Informal,Rural,5,800
2456,5,Fem,17,Indígena,Informal,Rural,2,0
2457,1,Masc,30,Indígena,Informal,Rural,6,0
2457,2,Fem,30,Indígena,Informal,Rural,5,0
2339,1,Masc,39,Indígena,Informal,Rural,0,2280
2339,2,Fem,38,Indígena,Informal,Rural,0,0
2339,3,Masc,17,Indígena,Informal,Rural,6,4800
2395,1,Masc,50,Indígena,Informal,Rural,5,960
2395,3,Masc,23,Indígena,Informal,Rural,6,960
2395,4,Masc,24,Indígena,Informal,Rural,6,960
2395,5,Masc,22,Indígena,Informal,Rural,6,960
2395,6,Masc,19,Indígena,Informal,Rural,6,960
2395,7,Masc,16,Indígena,Informal,Rural,3,960
2397,1,Masc,33,Indígena,Informal,Rural,6,1440
2408,1,Masc,39,Indígena,Informal,Rural,2,1200
2408,2,Fem,37,Indígena,Informal,Rural,0,0
2409,1,Masc,27,Indígena,Informal,Rural,2,2000
2409,2,Fem,26,Indígena,Informal,Rural,2,0
2412,1,Masc,31,Indígena,Informal,Rural,6,1200
2413,1,Masc,61,Indígena,Informal,Rural,2,0
2413,3,Fem,18,Indígena,Informal,Rural,3,0
2413,4,Fem,17,Indígena,Informal,Rural,4,0
2413,6,Masc,35,Indígena,Informal,Rural,2,1160
2413,7,Fem,38,Indígena,Informal,Rural,4,0
2413,8,Masc,27,Indígena,Informal,Rural,4,1135
2414,1,Masc,32,Indígena,Informal,Rural,3,1200
2415,1,Masc,36,Indígena,Informal,Rural,6,1110
2415,3,Masc,17,Indígena,Informal,Rural,6,1185
2582,1,Masc,43,Indígena,Informal,Rural,1,0
2582,3,Fem,19,Indígena,Informal,Rural,3,0
2472,1,Masc,45,Indígena,Informal,Urbana,6,0
2486,1,Masc,73,Indígena,Informal,Urbana,0,0
2486,3,Masc,34,Indígena,Informal,Urbana,6,1200
2486,7,Masc,29,Indígena,Informal,Urbana,6,1200
2487,1,Masc,32,Indígena,Formal,Urbana,3,22104
2487,2,Fem,35,Indígena,Formal,Urbana,3,22104
2491,1,Masc,26,No indígena,Informal,Urbana,6,2000
2579,1,Masc,50,Indígena,Informal,Urbana,6,0
2579,3,Fem,20,Indígena,Informal,Urbana,3,500
2579,4,Fem,18,Indígena,Informal,Urbana,6,1180
2581,1,Masc,41,No indígena,Formal,Urbana,6,22000
2581,3,Fem,20,No indígena,Informal,Urbana,3,3000
2583,1,Masc,26,No indígena,Informal,Urbana,5,0
2583,2,Fem,24,No indígena,Informal,Urbana,5,0
2591,1,Masc,27,No indígena,Informal,Urbana,6,0
2592,1,Masc,24,Indígena,Informal,Urbana,6,0
2593,1,Masc,37,Indígena,Informal,Urbana,3,0
2595,1,Masc,34,No indígena,Informal,Urbana,3,1600
2595,2,Fem,33,No indígena,Informal,Urbana,3,500
2596,1,Masc,32,Indígena,Informal,Urbana,6,1440
2597,1,Masc,57,No indígena,Formal,Urbana,5,21000
2597,3,Fem,22,No indígena,Informal,Urbana,4,0
2599,1,Masc,65,No indígena,Formal,Urbana,6,5100
2599,4,Fem,21,No indígena,Informal,Urbana,1,1200
2506,1,Masc,33,No indígena,Informal,Rural,5,2750
2507,1,Masc,53,Indígena,Formal,Rural,5,8250
2507,3,Fem,27,Indígena,Informal,Rural,5,8600
2507,4,Masc,24,Indígena,Informal,Rural,6,6000
2507,5,Fem,22,Indígena,Informal,Rural,4,6000
2507,6,Masc,17,Indígena,Informal,Rural,3,6000
2508,1,Masc,29,No indígena,Informal,Rural,5,2840
2509,1,Masc,49,Indígena,Informal,Rural,5,1440
2509,3,Fem,23,Indígena,Informal,Rural,3,840
2509,4,Masc,17,Indígena,Informal,Rural,3,1440
2510,1,Masc,30,Indígena,Informal,Rural,6,0
2510,2,Fem,28,Indígena,Formal,Rural,3,8700
2511,1,Masc,36,Indígena,Informal,Rural,6,0
2511,2,Fem,33,Indígena,Informal,Rural,3,0
2514,1,Masc,25,No indígena,Informal,Rural,6,5040
2514,2,Fem,23,No indígena,Informal,Rural,6,0
2515,1,Masc,32,No indígena,Formal,Rural,5,10500
2515,2,Fem,29,No indígena,Informal,Rural,3,2400
2516,2,Masc,19,Indígena,Informal,Rural,3,1500
2561,3,Masc,45,Indígena,Informal,Rural,6,0
2561,5,Fem,25,Indígena,Informal,Rural,4,2000
2561,6,Fem,23,Indígena,Formal,Rural,6,5500
2561,7,Masc,21,Indígena,Informal,Rural,3,2500
2563,1,Masc,36,Indígena,Informal,Rural,6,0
2569,1,Masc,37,Indígena,Informal,Rural,5,1560
2496,1,Masc,57,Indígena,Formal,Rural,3,8400
2496,2,Fem,52,Indígena,Informal,Rural,0,160
2496,4,Masc,17,Indígena,Informal,Rural,5,1200
2505,1,Masc,31,Indígena,Informal,Rural,3,4000
2505,2,Fem,27,Indígena,Informal,Rural,5,720
2517,2,Fem,31,Indígena,Formal,Rural,4,8400
2518,1,Masc,33,Indígena,Informal,Rural,3,1500
2519,1,Masc,38,Indígena,Informal,Rural,3,0
2520,1,Masc,42,Indígena,Formal,Rural,3,10500
2520,2,Fem,41,Indígena,Formal,Rural,6,10500
2521,2,Masc,37,Indígena,Informal,Rural,5,0
2521,3,Masc,33,Indígena,Informal,Rural,3,1800
